DATE,CODE,TYPE,SYMBOL,FUND_NAME,QUANTITY,PRICE,AMOUNT,ADJUST_AMOUNT,PERC_AFFECT
25/06/30,="085",S,="US55237",CI Conservative GIF Portfolio Class B,0.236,56.2481,11.66,13.28,0
25/06/30,="085",S,="US6503",CI Conservative GIF Portfolio Class B,0.644,30.9345,17.49,19.93,0
25/06/30,="085",S,="US7986",CI Conservative GIF Portfolio Class B,0.372,53.5725,17.49,19.93,0
25/06/30,="085",S,="US893",CI Conservative GIF Portfolio Class B,6.901,9.6265,58.31,66.43,1e-06
25/06/30,="085",S,="US904",CI Conservative GIF Portfolio Class B,0.814,32.6477,23.32,26.57,0
25/06/30,="085",S,="US913",CI Conservative GIF Portfolio Class B,0.146,68.0701,8.75,9.97,0
25/06/30,="085",S,="US972",CI Conservative GIF Portfolio Class B,0.196,29.7745,5.83,5.83,0
25/06/30,="086",S,="US506",CI Moderate GIF Portfolio Class B,1.317,53.8062,62,70.84,0
25/06/30,="086",S,="US5100",CI Moderate GIF Portfolio Class B,39.26,12.0018,471.19,471.19,0
25/06/30,="086",S,="US5102",CI Moderate GIF Portfolio Class B,11.573,9.7945,99.2,113.35,0
25/06/30,="086",S,="US5318",CI Moderate GIF Portfolio Class B,0.671,21.1273,12.4,14.17,0
25/06/30,="086",S,="US55237",CI Moderate GIF Portfolio Class B,1.008,56.2481,49.6,56.68,0
25/06/30,="086",S,="US6503",CI Moderate GIF Portfolio Class B,2.29,30.9345,62,70.84,0
25/06/30,="086",S,="US7968",CI Moderate GIF Portfolio Class B,0.743,76.2697,49.6,56.68,0
25/06/30,="086",S,="US7986",CI Moderate GIF Portfolio Class B,5.289,53.5725,247.99,283.37,0
25/06/30,="086",S,="US904",CI Moderate GIF Portfolio Class B,3.472,32.6477,99.2,113.35,0
25/06/30,="086",S,="US908",CI Moderate GIF Portfolio Class B,0.446,95.3125,37.2,42.51,0
25/06/30,="086",S,="US913",CI Moderate GIF Portfolio Class B,0.833,68.0701,49.6,56.68,0
25/06/30,="087",S,="US506",CI Growth GIF Portfolio Class B,6.915,53.8062,367.38,372.07,0
25/06/30,="087",S,="US5100",CI Growth GIF Portfolio Class B,89.904,12.0018,1065.39,1079,0
25/06/30,="087",S,="US5102",CI Growth GIF Portfolio Class B,45.585,9.7945,440.85,446.48,0
25/06/30,="087",S,="US55221",CI Growth GIF Portfolio Class B,4.226,52.8235,220.42,223.24,0
25/06/30,="087",S,="US55237",CI Growth GIF Portfolio Class B,5.292,56.2481,293.9,297.66,0
25/06/30,="087",S,="US6503",CI Growth GIF Portfolio Class B,9.622,30.9345,293.9,297.66,0
25/06/30,="087",S,="US7986",CI Growth GIF Portfolio Class B,34.031,53.5725,1800.14,1823.14,0
25/06/30,="087",S,="US908",CI Growth GIF Portfolio Class B,5.075,95.3125,477.59,483.69,0
25/06/30,="087",S,="US913",CI Growth GIF Portfolio Class B,4.373,68.0701,293.9,297.66,0
25/06/30,="087",S,="US972",CI Growth GIF Portfolio Class B,57.991,29.7745,1726.66,1726.66,0
25/06/30,="088",S,="US506",CI Aggress. Growth GIF Portfolio Class B,0.354,53.8062,15.58,19.05,0
25/06/30,="088",S,="US5318",CI Aggress. Growth GIF Portfolio Class B,0.129,21.1273,2.23,2.73,1e-06
25/06/30,="088",S,="US55221",CI Aggress. Growth GIF Portfolio Class B,0.129,52.8235,5.56,6.8,-2e-06
25/06/30,="088",S,="US55237",CI Aggress. Growth GIF Portfolio Class B,0.145,56.2481,6.68,8.17,1e-06
25/06/30,="088",S,="US7968",CI Aggress. Growth GIF Portfolio Class B,0.125,76.2697,7.79,9.53,0
25/06/30,="088",S,="US7986",CI Aggress. Growth GIF Portfolio Class B,0.584,53.5725,25.6,31.31,1e-06
25/06/30,="088",S,="US904",CI Aggress. Growth GIF Portfolio Class B,0.542,32.6477,14.47,17.7,1e-06
25/06/30,="088",S,="US908",CI Aggress. Growth GIF Portfolio Class B,0.071,95.3125,5.56,6.8,-2e-06
25/06/30,="088",S,="US913",CI Aggress. Growth GIF Portfolio Class B,0.1,68.0701,5.56,6.8,-2e-06
25/06/30,="088",S,="US972",CI Aggress. Growth GIF Portfolio Class B,0.748,29.7745,22.26,22.26,0
25/06/30,="101",B,="US5510",CI U.S. Money Market CC Series A,10697.044,10,106970.44,106970.44,0
25/06/30,="12004",S,="US893",SWESS Sun Life MFS Gbl Gr Bdle Invt,86.15,9.6265,829.32,829.32,0
25/06/30,="12007",S,="US7968",SWESS CI Pre US Stk Sel Seg Bdl Invt,40.531,76.2697,3091.25,3091.25,-5e-06
25/06/30,="12007",S,="US893",SWESS CI Pre US Stk Sel Seg Bdl Invt,131.162,9.6265,1262.63,1262.63,-1e-06
25/06/30,="12044",S,="US893",SWESS Sun Life MFS Gbl Gr Bdle Incm,1588.578,9.6265,15292.45,15292.45,0
25/06/30,="12045",S,="US893",SWESS Sun Life MFS Int Opp Bdle Incm,407.31,9.6265,3920.97,3920.97,0
25/06/30,="12047",S,="US7968",SWESS CI Pre US Stk Sel Seg Bdl Incm,266.171,76.2697,20300.79,20300.79,-2e-06
25/06/30,="12047",S,="US893",SWESS CI Pre US Stk Sel Seg Bdl Incm,861.359,9.6265,8291.87,8291.87,-1e-06
25/06/30,="12101",S,="US5373",SWESS CI Gbl Eq Fd Invest,30.701,18.8603,526.75,579.03,-2e-06
25/06/30,="12107",S,="US1318",SWESS CI Pre Sel Int Eq Mgd Seg Fd Invt,5.229,10.6846,33.27,55.87,-5e-06
25/06/30,="12110",S,="US5111",SWESS CI Pre Gl Inc & Gr Seg Fund Invt,103.854,11.9152,1201.52,1237.44,0
25/06/30,="12112",S,="US5111",SWESS CI Gbl Inc & Gr Fd Invt,1181.882,11.9152,12059.83,14082.36,0
25/06/30,="12113",S,="US11506",SWESS CI Gl Leaders Seg Bdl Invest,19.438,19.781,384.51,384.51,1e-06
25/06/30,="12113",S,="US893",SWESS CI Gl Leaders Seg Bdl Invest,16.315,9.6265,157.06,157.06,1e-06
25/06/30,="12115",S,="US7968",SWESS CI US Stk Sel Fd Invest,4.548,76.2697,306.14,346.89,2e-06
25/06/30,="12118",S,="US904",SWESS CI Pre Sel CDN Eq Seg Fd Invest,18.108,32.6477,542.66,591.18,-1e-06
25/06/30,="12119",S,="US904",SWESS CI Pre II Sel CDN Eq Seg Fd Invt,15.555,32.6477,425.47,507.82,-2e-06
25/06/30,="12120",S,="US904",SWESS CI Pre III Sel CDN Eq Seg Fd Invt,13.877,32.6477,346.91,453.05,1e-06
25/06/30,="12121",S,="US5103",SWESS CI Pre III CDN Bal Seg Fd Invt,71.648,12.239,806.69,876.9,-1e-06
25/06/30,="12122",S,="US904",SWESS CI Sel CDN Eqty Seg Fund Invest,102.488,32.6477,3191.85,3346,0
25/06/30,="12124",S,="US904",SWESS CI Pre V Sel CDN Eq Seg Fd Invt,5.666,32.6477,166.18,184.98,4e-06
25/06/30,="12126",S,="US55227",SWESS CI North Amer Div Fund Invest,14.69,24.3777,358.11,358.11,1e-06
25/06/30,="12127",S,="US5103",SWESS CI CDN Bal Seg Fd Invest,709.962,12.239,8504.76,8689.23,-1e-06
25/06/30,="12128",S,="US5103",SWESS CI Prem Cdn Bal Invest,472.49,12.239,5014.75,5782.8,-1e-06
25/06/30,="12129",S,="US5103",SWESS CI Pre II CAD Bal Seg Fd Invest,251.493,12.239,2528.91,3078.03,4e-06
25/06/30,="12130",S,="US5106",SWESS CI Cdn Inc & Gr Fd Invest,1157.659,10.0734,10018.78,11661.56,-2e-06
25/06/30,="12132",S,="US7991",SWESS Port Ser Income Seg Bdl Inv,618.649,10.2195,5957.18,6322.29,0
25/06/30,="12133",S,="US7992",SWESS Port Series Conser Fd Invest,416.865,15.6166,6079.3,6510.02,0
25/06/30,="12134",S,="US5602",SWESS Port Ser Conser Bal Fd Invest,561.129,13.8696,7350.51,7782.64,-1e-06
25/06/30,="12135",S,="US7967",SWESS Port Series Balanced Fd Invest,275.559,34.7507,9290.81,9575.86,1e-06
25/06/30,="12136",S,="US5601",SWESS Port Ser Bal Growth Fd Invest,459.286,15.9602,7209.31,7330.29,1e-06
25/06/30,="12137",S,="US5600",SWESS Port Series Growth Fd Invest,2.062,25.3749,17.87,52.33,0
25/06/30,="12139",S,="US7968",SWESS CI US Stk Sel Bdle Invest,65.671,76.2697,5008.72,5008.72,-2e-06
25/06/30,="12139",S,="US893",SWESS CI US Stk Sel Bdle Invest,212.519,9.6265,2045.81,2045.81,-1e-06
25/06/30,="12141",S,="US5373",SWESS CI Gbl Eq Bdle Invest,32.532,18.8603,613.57,613.57,1e-06
25/06/30,="12141",S,="US893",SWESS CI Gbl Eq Bdle Invest,26.033,9.6265,250.61,250.61,0
25/06/30,="12144",S,="US858",SWESS CI Sel Gl Eqty Seg Bdl Invest,11.481,64.072,735.62,735.62,2e-06
25/06/30,="12144",S,="US893",SWESS CI Sel Gl Eqty Seg Bdl Invest,31.212,9.6265,300.46,300.46,0
25/06/30,="12150",S,="US893",SWESS CI Sel CDN Eq Seg Bdl Invest,783.249,9.6265,7539.95,7539.95,0
25/06/30,="12150",S,="US904",SWESS CI Sel CDN Eq Seg Bdl Invest,538.881,32.6477,17593.22,17593.22,1e-06
25/06/30,="12151",S,="US5103",SWESS CI CAD Bal Seg Bdl Invt,303.149,12.239,3710.24,3710.24,-1e-06
25/06/30,="12151",S,="US893",SWESS CI CAD Bal Seg Bdl Invt,68.015,9.6265,654.75,654.75,0
25/06/30,="12152",S,="US893",SWESS CI Synergy America Bdle Invest,2.613,9.6265,25.15,25.15,6e-06
25/06/30,="12155",S,="US858",SWESS CI Core Bundle Invest,3.099,64.072,198.58,198.58,-1e-06
25/06/30,="12155",S,="US893",SWESS CI Core Bundle Invest,17.092,9.6265,164.54,164.54,-1e-06
25/06/30,="12155",S,="US904",SWESS CI Core Bundle Invest,6.256,32.6477,204.25,204.25,-2e-06
25/06/30,="12161",S,="US55227",SWESS CI North Amer Div Bdl Invest,62.627,24.3777,1526.71,1526.71,1e-06
25/06/30,="12161",S,="US893",SWESS CI North Amer Div Bdl Invest,58.658,9.6265,564.67,564.67,0
25/06/30,="12163",S,="US7991",SWESS Pre Port Ser Inc Seg Bdl Invest,43.713,10.2195,382.34,446.72,-3e-06
25/06/30,="12171",S,="US893",SWESS CI Cdn Bond Fd Invest,339.871,9.6265,3084.7,3271.77,0
25/06/30,="12172",S,="US893",SWESS CI Pre CDN Bond Seg Fd Invt,102.408,9.6265,796.56,985.83,1e-06
25/06/30,="12173",S,="US11111",SWESS CI Diversif Bal Bdl Invest,99.247,9.9496,937.13,987.46,0
25/06/30,="12173",S,="US858",SWESS CI Diversif Bal Bdl Invest,15.412,64.072,937.13,987.46,0
25/06/30,="12173",S,="US893",SWESS CI Diversif Bal Bdl Invest,153.867,9.6265,1405.7,1481.2,0
25/06/30,="12173",S,="US904",SWESS CI Diversif Bal Bdl Invest,45.369,32.6477,1405.7,1481.2,0
25/06/30,="12174",S,="US5100",SWESS CI High Income Bal Bdl Invt,334.203,12.0018,3334.8,4011.03,0
25/06/30,="12174",S,="US858",SWESS CI High Income Bal Bdl Invt,62.602,64.072,3334.8,4011.03,0
25/06/30,="12174",S,="US893",SWESS CI High Income Bal Bdl Invt,624.999,9.6265,5002.2,6016.55,0
25/06/30,="12174",S,="US904",SWESS CI High Income Bal Bdl Invt,184.287,32.6477,5002.2,6016.55,0
25/06/30,="12176",S,="US872",SWESS CI Money Market Fd Invest,90.596,10,710.15,905.96,0
25/06/30,="12181",S,="US6244",SWESS Port Sel 50i50e Mngt Fd Invest,179.433,21.3384,3793.44,3828.81,-2e-06
25/06/30,="12188",S,="US893",SWESS CI Cdn Eq Lo Vol Bdle Invt,29.738,9.6265,286.27,286.27,1e-06
25/06/30,="12188",S,="US904",SWESS CI Cdn Eq Lo Vol Bdle Invt,10.717,32.6477,349.89,349.89,2e-06
25/06/30,="12193",S,="US893",SWESS Sun Life MFS US Val Bdle Invt,45.527,9.6265,438.27,438.27,-1e-06
25/06/30,="12194",S,="US893",SWESS Sun Life MFS Int Val Bdle Invt,13.91,9.6265,133.9,133.9,3e-06
25/06/30,="12195",S,="US893",SWESS Sun Life MFS Gbl Val Bdle Invt,14.439,9.6265,139,139,3e-06
25/06/30,="12198",S,="US11506",SWESS CI Gl Leaders Seg Fd Invt,3.884,19.781,57.11,76.82,-1e-06
25/06/30,="12710",S,="US5111",SWESS CI Pre Gl Inc & Gr Seg Fund Incm,3791.277,11.9152,45138.45,45173.83,0
25/06/30,="12712",S,="US5111",SWESS CI Gbl Inc & Gr Fd  Incm,26410.473,11.9152,306832.43,314686.06,1e-06
25/06/30,="12713",S,="US11506",SWESS CI Gl Leaders Seg Bdl Income,2928.893,19.781,57936.43,57936.43,0
25/06/30,="12713",S,="US893",SWESS CI Gl Leaders Seg Bdl Income,2458.233,9.6265,23664.18,23664.18,0
25/06/30,="12727",S,="US5103",SWESS CI CDN Bal Seg Fd Income,12560.734,12.239,153627.04,153730.83,0
25/06/30,="12728",S,="US5103",SWESS CI Prem Cdn Bal Income,5753.128,12.239,68690.74,70412.53,-1e-06
25/06/30,="12729",S,="US5103",SWESS CI Pre II CAD Bal Seg Fd Income,5568.262,12.239,66438.54,68149.96,2e-06
25/06/30,="12730",S,="US5106",SWESS CI Cdn Inc & Gr Fd Income,23726.098,10.0734,233051.9,239002.48,0
25/06/30,="12732",S,="US7991",SWESS Port Ser Income Seg Bdl Inc,10128.409,10.2195,102645.87,103507.28,0
25/06/30,="12732",S,="US893",SWESS Port Ser Income Seg Bdl Inc,8797.359,9.6265,83982.99,84687.78,0
25/06/30,="12733",S,="US7992",SWESS Port Series Conser Fd Income,6063.811,15.6166,93622.06,94696.11,0
25/06/30,="12734",S,="US5602",SWESS Port Ser Conser Bal Fd Income,7616.24,13.8696,104142.01,105634.21,1e-06
25/06/30,="12736",S,="US5601",SWESS Port Ser Bal Growth Fd Income,23880.718,15.9602,380854.12,381141.04,-1e-06
25/06/30,="12739",S,="US7968",SWESS CI US Stk Sel Bdle Income,1543.992,76.2697,117759.81,117759.81,0
25/06/30,="12739",S,="US893",SWESS CI US Stk Sel Bdle Income,4996.528,9.6265,48099.08,48099.08,0
25/06/30,="12741",S,="US5373",SWESS CI Gbl Eq Bdle Income,4760.602,18.8603,89786.39,89786.39,1e-06
25/06/30,="12741",S,="US893",SWESS CI Gbl Eq Bdle Income,3809.62,9.6265,36673.31,36673.31,0
25/06/30,="12744",S,="US858",SWESS CI Sel Gl Eqty Seg Bdl Income,1171.301,64.072,75047.6,75047.6,-1e-06
25/06/30,="12744",S,="US893",SWESS CI Sel Gl Eqty Seg Bdl Income,3184.256,9.6265,30653.24,30653.24,0
25/06/30,="12745",S,="US893",SWESS CI Global Value Bdle Income,44.434,9.6265,427.74,427.74,0
25/06/30,="12745",S,="US964",SWESS CI Global Value Bdle Income,28.951,37.992,1099.89,1099.89,-5e-06
25/06/30,="12746",S,="US1318",SWESS CI Sel Int Eq Mngd Seg Bdl Incm,652.231,10.6846,6968.83,6968.83,-3e-06
25/06/30,="12746",S,="US893",SWESS CI Sel Int Eq Mngd Seg Bdl Incm,295.687,9.6265,2846.43,2846.43,-1e-06
25/06/30,="12749",S,="US893",SWESS CI Int'l Value Bdle Income,58.28,9.6265,561.03,561.03,5e-06
25/06/30,="12749",S,="US972",SWESS CI Int'l Value Bdle Income,43.966,29.7745,1309.06,1309.06,9e-06
25/06/30,="12750",S,="US893",SWESS CI Sel CDN Eq Seg Bdl Income,30028.369,9.6265,289068.09,289068.09,0
25/06/30,="12750",S,="US904",SWESS CI Sel CDN Eq Seg Bdl Income,20659.716,32.6477,674492.21,674492.21,0
25/06/30,="12751",S,="US5103",SWESS CI CAD Bal Seg Bdl Incm,8837.203,12.239,108158.53,108158.53,-1e-06
25/06/30,="12751",S,="US893",SWESS CI CAD Bal Seg Bdl Incm,1982.735,9.6265,19086.8,19086.8,0
25/06/30,="12752",S,="US893",SWESS CI Synergy America Bdle Income,26.22,9.6265,252.41,252.41,7e-06
25/06/30,="12752",S,="US908",SWESS CI Synergy America Bdle Income,6.179,95.3125,588.95,588.95,1.3e-05
25/06/30,="12755",S,="US858",SWESS CI Core Bundle Income,301.692,64.072,19330.01,19330.01,0
25/06/30,="12755",S,="US904",SWESS CI Core Bundle Income,608.995,32.6477,19882.3,19882.3,0
25/06/30,="12761",S,="US55227",SWESS CI North Amer Div Bdl Income,2371.87,24.3777,57820.73,57820.73,0
25/06/30,="12761",S,="US893",SWESS CI North Amer Div Bdl Income,2221.55,9.6265,21385.75,21385.75,0
25/06/30,="12762",S,="US1318",SWESS CI Pre Sel Int Eq Mg Seg Bdl Incm,60.303,10.6846,644.31,644.31,-5e-06
25/06/30,="12762",S,="US893",SWESS CI Pre Sel Int Eq Mg Seg Bdl Incm,27.338,9.6265,263.17,263.17,-1e-06
25/06/30,="12763",S,="US7991",SWESS Pre Port Ser Inc Seg Bdl Inc,861.61,10.2195,8598.23,8805.23,-1e-06
25/06/30,="12763",S,="US893",SWESS Pre Port Ser Inc Seg Bdl Inc,748.379,9.6265,7034.91,7204.27,-1e-06
25/06/30,="12773",S,="US858",SWESS CI Diversif Bal Bdl Income,409.974,64.072,26145.05,26267.83,0
25/06/30,="12773",S,="US893",SWESS CI Diversif Bal Bdl Income,4093.051,9.6265,39217.58,39401.75,-1e-06
25/06/30,="12773",S,="US904",SWESS CI Diversif Bal Bdl Income,1206.877,32.6477,39217.58,39401.75,-1e-06
25/06/30,="12774",S,="US5100",SWESS CI High Income Bal Bdl Incm,6805.121,12.0018,79617.82,81673.7,0
25/06/30,="12774",S,="US858",SWESS CI High Income Bal Bdl Incm,1274.717,64.072,79617.82,81673.7,0
25/06/30,="12774",S,="US893",SWESS CI High Income Bal Bdl Incm,12726.384,9.6265,119426.72,122510.54,0
25/06/30,="12774",S,="US904",SWESS CI High Income Bal Bdl Incm,3752.501,32.6477,119426.72,122510.54,0
25/06/30,="12776",S,="US872",SWESS CI Money Market Fd Income,3410.275,10,33693.69,34102.75,0
25/06/30,="12777",S,="US6265",SWESS Port Sel Inc Mngt Fd Income,7.759,16.378,126.33,127.08,-3.9e-05
25/06/30,="12778",S,="US6241",SWESS Port Sel 80i20e Mngt Fd Income,52.609,19.5606,1023.65,1029.07,4e-06
25/06/30,="12779",S,="US6242",SWESS Port Sel 70i30e Mngt Fd Income,77.464,19.6447,1516.13,1521.75,-6e-06
25/06/30,="12780",S,="US6243",SWESS Port Sel 60i40e Mngt Fd Income,41.677,20.2707,843.35,844.83,-2e-06
25/06/30,="12781",S,="US6244",SWESS Port Sel 50i50e Mngt Fd Income,151.358,21.3384,3225.47,3229.74,2e-06
25/06/30,="12782",S,="US6245",SWESS Port Sel 40i60e Mngt Fd Income,597.254,21.8522,13028.94,13051.31,0
25/06/30,="12783",S,="US6246",SWESS Port Sel 30i70e Mngt Fd Income,5808.328,21.7707,126285.51,126451.36,1e-06
25/06/30,="12788",S,="US893",SWESS CI Cdn Eq Lo Vol Bdle Incm,1777.384,9.6265,17109.99,17109.99,0
25/06/30,="12788",S,="US904",SWESS CI Cdn Eq Lo Vol Bdle Incm,640.541,32.6477,20912.2,20912.2,-1e-06
25/06/30,="12794",S,="US893",SWESS Sun Life MFS Int Val Bdle Incm,339.705,9.6265,3270.17,3270.17,0
25/06/30,="12795",S,="US893",SWESS Sun Life MFS Gbl Val Bdle Incm,835.912,9.6265,8046.91,8046.91,0
25/06/30,="130T5",S,="US5103",CI Canadian Balanced Corp Class AT5 ISC,28.276,12.239,216.63,346.07,0
25/06/30,="131T5",B,="US5106",CI Canadian Income & Growth CC AT5 ISC,850.083,10.0734,9783.37,8563.23,0
25/06/30,="13454",B,="US16454",Global Fixed Income CC IT8,9.548,16.9768,162.09,162.09,0
25/06/30,="13458",S,="US16458",Canadian Equity Growth CC IT8,130.922,57.9407,7585.69,7585.69,0
25/06/30,="13487",S,="US5341M",Global Equity Pool IT8,492.963,24.4364,12046.25,12046.25,-1e-06
25/06/30,="13653",S,="US16453",Canadian Fixed Income CC WT8,6720.387,16.235,108478.23,109105.48,0.00664
25/06/30,="13674",S,="US16474",US Equity Alpha CC WT8,2447.29,21.7097,53129.93,53129.93,-0.000677
25/06/30,="142T5",S,="US11512",CI Canadian Dividend Corp Class AT5 ISC,30.32,30.8374,935,935,0
25/06/30,="15100",S,="US5339",CI Select Income (Mgd) Corp Class EF,1385.56,7.2173,10000,10000,0
25/06/30,="15127",S,="US11506",CI Global Leaders Corp Class EF,1154.947,19.781,22846,22846,0
25/06/30,="15144",S,="US5111",CI Global Income & Growth Corp Class EF,696.589,11.9152,8300,8300,0
25/06/30,="152T5",S,="US5100",CI High Income Corp Class AT5 ISC,233.131,12.0018,338.84,2797.99,0
25/06/30,="15453",S,="US16453",Canadian Fixed Income CC I,115960.089,16.235,1882612.04,1882612.04,-0.001475
25/06/30,="15458",S,="US16458",Canadian Equity Growth CC I,27961.522,57.9407,1620110.14,1620110.14,-0.002724
25/06/30,="15473",S,="US16460",US Equity Value Currency Hdg CC I,17.965,52.1286,936.49,936.49,-6.2e-05
25/06/30,="15474",S,="US16474",US Equity Alpha CC I,46145.416,21.7097,1001803.14,1001803.14,0
25/06/30,="15475",B,="US16464",International Eq Value Curr Hdg CC I,16.546,30.9876,512.73,512.73,4.5e-05
25/06/30,="15516",S,="US5639",CI Global Dividend Opportunities CC EFT8,8.783,18.7853,165,165,0
25/06/30,="15658",B,="US16458",Canadian Equity Growth CC,2.145,57.9407,160.97,124.3,-3e-06
25/06/30,="158T5",S,="US5111",CI Global Income & Growth CC AT5 ISC,1022.378,11.9152,6663.06,12181.84,0
25/06/30,="16014",S,="US11512",CI Canadian Dividend Corp Class E,129.713,30.8374,4000,4000,0
25/06/30,="16016",S,="US5639",CI Global Dividend Opportunities CC E,112.762,18.7853,1381.68,2118.27,0
25/06/30,="16028",S,="US55237",CI U.S. Equity Class E,40.971,56.2481,999.48,2304.53,0
25/06/30,="16081",S,="US5594",CI Global Small/Mid Cap Eqty Fd E,93.498,21.3756,1998.57,1998.57,0
25/06/30,="16100",S,="US5339",CI Select Income (Mgd) Corp Class E,6894.174,7.2173,44220.45,49757.32,0
25/06/30,="16117",S,="US5100",CI High Income Corp Class E,428.885,12.0018,1853.33,5147.39,0
25/06/30,="16127",S,="US11506",CI Global Leaders Corp Class E,523.019,19.781,6322.42,10345.84,0
25/06/30,="16132",S,="US5634",CI High Yield Bond Corp Class E,90.184,9.2404,833.34,833.34,0
25/06/30,="16139",B,="US5102",CI Corporate Bond Corp Class E,253.216,9.7945,2857.14,2480.13,0
25/06/30,="16142",S,="US5106",CI Canadian Income & Growth Corp Class E,449.686,10.0734,1979.52,4529.87,0
25/06/30,="16144",S,="US5111",CI Global Income & Growth Corp Class E,1696.41,11.9152,13342.86,20213.07,0
25/06/30,="16149",S,="US5778",CI Global Dividend Corp Class E,86.471,21.6541,1940,1872.45,0
25/06/30,="16165",S,="US5321",CI Canadian Equity Growth Fund E,4.303,33.8874,145.82,145.82,0
25/06/30,="16417",S,="US5100",CI High Income Corp Class ET8,513.602,12.0018,6000,6164.15,0
25/06/30,="16451",B,="US872",Cash Management Pool I,67316.522,10,673165.22,673165.22,5e-06
25/06/30,="16472",S,="US15472",Canadian Equity Alpha Pool I,8858.137,23.3264,206628.44,206628.44,-0.00032
